campaign,condition_id,trial,payload,modulation,fec,repeats,inter_frame_silence,symbol_duration,frequency_zero,frequency_one,spacing_hz,noise_level,attenuation,success,ber,snr_db,airtime_s,coded_bits,payload_bytes,sync_fail,crc_fail,decode_cpu_ms,provenance
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,0,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.8054083648765,5.2,104,5,0,0,299.7212039772421,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,1,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.87100831825508,5.2,104,5,0,0,299.66727702412754,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,2,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.47211225407872,5.2,104,5,0,0,299.0037869894877,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,3,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.52785385573743,5.2,104,5,0,0,326.81966898962855,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,4,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.442806545680256,5.2,104,5,0,0,299.35204493813217,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,5,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,58.95612523435898,5.2,104,5,0,0,298.7620880594477,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,6,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,58.828573352851464,5.2,104,5,0,0,326.1618970427662,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,7,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,67.65362762235112,5.2,104,5,0,0,299.58461108617485,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,8,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,55.9387003116878,5.2,104,5,0,0,299.0584459621459,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,9,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,62.58252339865731,5.2,104,5,0,0,327.413899009116,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,10,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.18837569117098,5.2,104,5,0,0,327.0747750066221,SIMULATED_RX
tsym,tsym_T0.050_N0.008_cpfsk_none_r1,11,HELLO,cpfsk,none,1,0.0,0.05,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.800019226265775,5.2,104,5,0,0,299.5718129677698,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,0,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.70661251529073,4.16,104,5,0,0,263.48010497167706,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,1,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,73.58214021649034,4.16,104,5,0,0,240.86615000851452,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,2,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,67.96218841921225,4.16,104,5,0,0,240.69340899586678,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,3,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.8935023495934,4.16,104,5,0,0,262.97383510973305,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,4,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,73.46840418073859,4.16,104,5,0,0,241.25876708421856,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,5,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.76574522103087,4.16,104,5,0,0,240.68314407486469,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,6,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,71.62267335786245,4.16,104,5,0,0,263.27749202027917,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,7,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,72.615771699046,4.16,104,5,0,0,263.414719956927,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,8,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.61517024626431,4.16,104,5,0,0,262.97641498968005,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,9,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,69.69505695120483,4.16,104,5,0,0,241.07378290500492,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,10,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,69.64688015073781,4.16,104,5,0,0,262.8643919015303,SIMULATED_RX
tsym,tsym_T0.040_N0.002_cpfsk_none_r1,11,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.43601211904422,4.16,104,5,0,0,263.919033925049,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,0,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,62.98592123008169,4.16,104,5,0,0,241.11509800422937,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,1,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.6649688936197,4.16,104,5,0,0,263.6012990260497,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,2,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,58.70813371896233,4.16,104,5,0,0,240.87595799937844,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,3,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,57.403927001436806,4.16,104,5,0,0,264.1426840564236,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,4,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,57.45026279541726,4.16,104,5,0,0,240.86662800982594,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,5,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,61.19539771638866,4.16,104,5,0,0,263.24610505253077,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,6,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,63.23737487610249,4.16,104,5,0,0,263.15409201197326,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,7,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.002372162534144,4.16,104,5,0,0,240.5258339131251,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,8,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,57.97205321244788,4.16,104,5,0,0,240.6031129648909,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,9,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.851667353969546,4.16,104,5,0,0,263.83996894583106,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,10,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,60.39212903008451,4.16,104,5,0,0,262.7195590175688,SIMULATED_RX
tsym,tsym_T0.040_N0.008_cpfsk_none_r1,11,HELLO,cpfsk,none,1,0.0,0.04,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,60.790677577139604,4.16,104,5,0,0,240.65854004584253,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,0,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.13722095107386,3.12,104,5,0,0,215.536831994541,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,1,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.10872597246018,3.12,104,5,0,0,198.93160404171795,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,2,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.97288249680133,3.12,104,5,0,0,181.99164199177176,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,3,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,71.7062153311985,3.12,104,5,0,0,198.92769807484,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,4,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,73.17836872918046,3.12,104,5,0,0,199.5438450248912,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,5,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,69.67862520362353,3.12,104,5,0,0,200.56488295085728,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,6,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,74.18900864682067,3.12,104,5,0,0,198.7652600510046,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,7,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,68.04062956275233,3.12,104,5,0,0,198.62677704077214,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,8,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,66.97174079554742,3.12,104,5,0,0,198.94227909389883,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,9,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,70.27802139734068,3.12,104,5,0,0,198.40142398606986,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,10,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,69.33461778950947,3.12,104,5,0,0,198.61116399988532,SIMULATED_RX
tsym,tsym_T0.030_N0.002_cpfsk_none_r1,11,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.002,0.6,1,0.0,72.77758536630476,3.12,104,5,0,0,181.69763300102204,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,0,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,54.798258732377306,3.12,104,5,0,0,181.95207696408033,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,1,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,56.960962521776594,3.12,104,5,0,0,198.24584596790373,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,2,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,56.4559139099671,3.12,104,5,0,0,198.5664180247113,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,3,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,58.08680852109417,3.12,104,5,0,0,198.85333790443838,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,4,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,56.914305419599145,3.12,104,5,0,0,198.33870395086706,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,5,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,62.27829673355056,3.12,104,5,0,0,181.66321702301502,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,6,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.52020009113919,3.12,104,5,0,0,198.40641098562628,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,7,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,56.28120332225728,3.12,104,5,0,0,198.47983703948557,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,8,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,59.04942181881884,3.12,104,5,0,0,198.69142200332135,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,9,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,57.02142413694123,3.12,104,5,0,0,198.97702801972628,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,10,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,57.3044784310522,3.12,104,5,0,0,181.5545130521059,SIMULATED_RX
tsym,tsym_T0.030_N0.008_cpfsk_none_r1,11,HELLO,cpfsk,none,1,0.0,0.03,3000.0,8000.0,5000.0,0.008,0.6,1,0.0,58.533992354463884,3.12,104,5,0,0,181.79828603751957,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,0,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,67.0378198965211,7.280000000000001,104,5,0,0,413.9910079538822,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,1,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,65.59567866441132,7.280000000000001,104,5,0,0,452.66658591572195,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,2,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,65.83710238372937,7.280000000000001,104,5,0,0,413.74007996637374,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,3,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,63.02567443457406,7.280000000000001,104,5,0,0,414.3316230038181,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,4,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,62.557802944855005,7.280000000000001,104,5,0,0,415.6041359528899,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,5,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,64.07377644593258,7.280000000000001,104,5,0,0,453.124983003363,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,6,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,70.48989423825972,7.280000000000001,104,5,0,0,454.410195001401,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,7,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,61.05887742085934,7.280000000000001,104,5,0,0,453.4527590731159,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,8,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,62.55220499646459,7.280000000000001,104,5,0,0,453.0728680547327,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,9,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,63.89291618091445,7.280000000000001,104,5,0,0,454.2932570911944,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,10,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,62.80833058554916,7.280000000000001,104,5,0,0,415.974663104862,SIMULATED_RX
spacing,spacing_4000_5000_T0.07,11,HELLO,cpfsk,none,1,0.0,0.07,4000,5000,1000,0.005,0.55,1,0.0,64.36625404608301,7.280000000000001,104,5,0,0,415.5451060505584,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,0,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,64.87847072676956,7.280000000000001,104,5,0,0,454.8388260882348,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,1,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,63.515652323950924,7.280000000000001,104,5,0,0,415.5526129761711,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,2,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,63.108778404702896,7.280000000000001,104,5,0,0,453.6736570298672,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,3,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,65.56694124582802,7.280000000000001,104,5,0,0,414.80634501203895,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,4,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,74.72323409767542,7.280000000000001,104,5,0,0,414.94175093248487,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,5,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,65.20972960967055,7.280000000000001,104,5,0,0,414.7798720514402,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,6,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,61.67348743110977,7.280000000000001,104,5,0,0,413.552779937163,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,7,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,60.702411403504215,7.280000000000001,104,5,0,0,414.77560298517346,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,8,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,61.41895560996973,7.280000000000001,104,5,0,0,452.1077269455418,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,9,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,66.88532399666694,7.280000000000001,104,5,0,0,413.4856140008196,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,10,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,61.33248974750336,7.280000000000001,104,5,0,0,413.36309304460883,SIMULATED_RX
spacing,spacing_3500_5500_T0.07,11,HELLO,cpfsk,none,1,0.0,0.07,3500,5500,2000,0.005,0.55,1,0.0,62.30910520260626,7.280000000000001,104,5,0,0,413.59755396842957,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,0,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,64.95049290975969,7.280000000000001,104,5,0,0,413.8988360064104,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,1,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,64.8141997331267,7.280000000000001,104,5,0,0,415.0635340483859,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,2,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,67.8615378341157,7.280000000000001,104,5,0,0,453.8670040201396,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,3,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,64.73737821594264,7.280000000000001,104,5,0,0,414.6738280542195,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,4,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,62.16433828640375,7.280000000000001,104,5,0,0,416.0758568905294,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,5,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,65.07746038252493,7.280000000000001,104,5,0,0,414.1333759762347,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,6,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,61.91360266032681,7.280000000000001,104,5,0,0,414.0589040471241,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,7,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,65.43061607524169,7.280000000000001,104,5,0,0,452.34007004182786,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,8,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,62.27074059939647,7.280000000000001,104,5,0,0,451.64415310136974,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,9,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,64.27452061785785,7.280000000000001,104,5,0,0,413.35123393218964,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,10,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,67.9080660920243,7.280000000000001,104,5,0,0,413.4004400111735,SIMULATED_RX
spacing,spacing_3000_6000_T0.07,11,HELLO,cpfsk,none,1,0.0,0.07,3000,6000,3000,0.005,0.55,1,0.0,60.80397221883299,7.280000000000001,104,5,0,0,414.8429939523339,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,0,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,68.35118936658384,7.280000000000001,104,5,0,0,413.72360300738364,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,1,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,69.23326790098874,7.280000000000001,104,5,0,0,415.5164200346917,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,2,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,66.8504165266962,7.280000000000001,104,5,0,0,414.4219709560275,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,3,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,72.99095224139475,7.280000000000001,104,5,0,0,413.89792796690017,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,4,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,62.640773259848075,7.280000000000001,104,5,0,0,414.2068070359528,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,5,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,61.68321643094092,7.280000000000001,104,5,0,0,453.54456396307796,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,6,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,63.9016790914825,7.280000000000001,104,5,0,0,451.90387789625674,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,7,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,67.90510261359344,7.280000000000001,104,5,0,0,452.4170190561563,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,8,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,66.85802067161582,7.280000000000001,104,5,0,0,454.00113507639617,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,9,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,63.684745361943236,7.280000000000001,104,5,0,0,414.72928191069514,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,10,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,64.127494328162,7.280000000000001,104,5,0,0,415.30682402662933,SIMULATED_RX
spacing,spacing_3000_8000_T0.07,11,HELLO,cpfsk,none,1,0.0,0.07,3000,8000,5000,0.005,0.55,1,0.0,60.4118561789269,7.280000000000001,104,5,0,0,414.6900790510699,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,0,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,61.65483559076332,7.280000000000001,104,5,0,0,452.37152790650725,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,1,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,65.31532825254209,7.280000000000001,104,5,0,0,415.46917508821934,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,2,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,65.52215949809577,7.280000000000001,104,5,0,0,453.4805159782991,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,3,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,64.67117660125352,7.280000000000001,104,5,0,0,414.3545979168266,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,4,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,64.89927196559753,7.280000000000001,104,5,0,0,413.5950239142403,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,5,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,63.48331670439292,7.280000000000001,104,5,0,0,414.4540010020137,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,6,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,67.25872420420787,7.280000000000001,104,5,0,0,414.54338608309627,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,7,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,64.94853637481847,7.280000000000001,104,5,0,0,413.7983890250325,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,8,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,65.75700587266466,7.280000000000001,104,5,0,0,414.392959093675,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,9,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,68.45970880542143,7.280000000000001,104,5,0,0,413.4856800083071,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,10,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,65.05795950194259,7.280000000000001,104,5,0,0,414.23046903219074,SIMULATED_RX
spacing,spacing_2500_9000_T0.07,11,HELLO,cpfsk,none,1,0.0,0.07,2500,9000,6500,0.005,0.55,1,0.0,66.01732840331577,7.280000000000001,104,5,0,0,451.94555807393044,SIMULATED_RX
